PC1,PC2,PC3,PC4,PC5
-2.032394281180554,-1.940833121984187,-2.920893032324902,1.8230030352467108,-1.2428054564592697
-2.113285225875034,1.1499454950686263,-0.5080086102217553,1.2068576258771093,0.3901547541062377
6.308554066443661,0.2922385562480828,0.02621583807848802,-0.4895330388227835,0.6533528163943478
-2.046318043254076,1.7817290741891723,-0.18637505720928196,1.0155078924015646,0.712100585956868
6.2147932837324085,0.4418174554787735,-0.11223388120589464,-0.2439802417933682,0.26150311056966474
-1.8339158053800315,1.1782989507173685,-0.3932040225599335,1.2861594937842462,0.8136270701792188
-0.892103174632128,-0.07499059965586068,2.2676035016457643,-1.2026328459191735,1.9516214970282137
-1.8765137260074627,3.149139503893741,-0.057217675818916146,0.34467100236517445,0.13207873748103943
-1.259782582837208,1.5172512545852161,4.216547330863793,-1.1517701503826145,-1.2630645793661166
-1.6662296556015803,2.972004304506745,2.871275496468123,0.2353875541389988,0.23466126698994513
-2.9004841283849077,3.4654028130014636,0.04813870631062898,0.11661397434477601,0.5451490851196993
-2.206306074992599,1.1305652416490646,-0.6251603477397589,1.3513138663451052,0.555754470313752
-1.5268061309113068,-1.5609908795343683,0.8910743619235262,2.269375604948042,-0.1732118431095181
-1.6546742783419957,2.926359427193383,2.8434714428860386,0.21277236389001197,0.21153991824061352
-2.256212957252663,0.8272811698109389,-2.32004584448601,-0.859280473725977,-1.8462434468633313
-1.828335105023208,-0.6506186714857464,0.7765317301026421,0.4637159004399757,-0.9252099230984528
-1.6891728092911786,-1.1150487864225618,-2.1928243194670283,-1.3526414274201144,0.27202178879292527
-1.1764045994152443,0.032696412722100804,2.7381505748875585,2.7192393800094914,1.298576483095102
-2.0511691631386477,-1.1546745719620226,-1.9285914600637681,2.081508127094541,-0.2918015419364936
6.302771537974962,-0.014430389528537351,-0.42265588439721147,-0.5058816790760624,0.04642275073386028
-1.3244612365935151,-2.9281347957994033,-2.4381325299465244,-0.34110998487837246,0.6400037732330254
-1.5095419634010687,-2.5680837638308867,0.2775306489018643,1.3434942339498588,-0.8058758882540884
